Oocyte..1.RPKM.	Oocyte..2.RPKM.	Oocyte..3.RPKM.	Zygote..1.RPKM.	Zygote..2.RPKM.	Zygote..3.RPKM.	X2.cell.embryo.1..Cell.1.RPKM.	X2.cell.embryo.1..Cell.2.RPKM.	X2.cell.embryo.2..Cell.1.RPKM.	X2.cell.embryo.2..Cell.2.RPKM.	X2.cell.embryo.3..Cell.1.RPKM.	X2.cell.embryo.3..Cell.2.RPKM.	X4.cell.embryo.1..Cell.1.RPKM.	X4.cell.embryo.1..Cell.2.RPKM.	X4.cell.embryo.1..Cell.3.RPKM.	X4.cell.embryo.1..Cell.4.RPKM.	X4.cell.embryo.2..Cell.1.RPKM.	X4.cell.embryo.2..Cell.2.RPKM.	X4.cell.embryo.2..Cell.3.RPKM.	X4.cell.embryo.2..Cell.4.RPKM.	X4.cell.embryo.3..Cell.1.RPKM.	X4.cell.embryo.3..Cell.2.RPKM.	X4.cell.embryo.3..Cell.3.RPKM.	X4.cell.embryo.3..Cell.4.RPKM.	X8.cell.embryo.1..Cell.1.RPKM.	X8.cell.embryo.1..Cell.2.RPKM.	X8.cell.embryo.1..Cell.3.RPKM.	X8.cell.embryo.1..Cell.4.RPKM.	X8.cell.embryo.2..Cell.1.RPKM.	X8.cell.embryo.2..Cell.2.RPKM.	X8.cell.embryo.2..Cell.3.RPKM.	X8.cell.embryo.2..Cell.4.RPKM.	X8.cell.embryo.2..Cell.5.RPKM.	X8.cell.embryo.2..Cell.6.RPKM.	X8.cell.embryo.2..Cell.7.RPKM.	X8.cell.embryo.2..Cell.8.RPKM.	X8.cell.embryo.3..Cell.1.RPKM.	X8.cell.embryo.3..Cell.2.RPKM.	X8.cell.embryo.3..Cell.3.RPKM.	X8.cell.embryo.3..Cell.4.RPKM.	X8.cell.embryo.3..Cell.5.RPKM.	X8.cell.embryo.3..Cell.6.RPKM.	X8.cell.embryo.3..Cell.7.RPKM.	X8.cell.embryo.3..Cell.8.RPKM.	Morulae..1..Cell.1.RPKM.	Morulae..1..Cell.2.RPKM.	Morulae..1..Cell.3.RPKM.	Morulae..1..Cell.4.RPKM.	Morulae..1..Cell.5.RPKM.	Morulae..1..Cell.6.RPKM.	Morulae..1..Cell.7.RPKM.	Morulae..1..Cell.8.RPKM.	Morulae..2..Cell.1.RPKM.	Morulae..2..Cell.2.RPKM.	Morulae..2..Cell.3.RPKM.	Morulae..2..Cell.4.RPKM.	Morulae..2..Cell.5.RPKM.	Morulae..2..Cell.6.RPKM.	Morulae..2..Cell.7.RPKM.	Morulae..2..Cell.8.RPKM.	Late.blastocyst..1..Cell.1.RPKM.	Late.blastocyst..1..Cell.2.RPKM.	Late.blastocyst..1..Cell.3.RPKM.	Late.blastocyst..1..Cell.4.RPKM.	Late.blastocyst..1..Cell.5.RPKM.	Late.blastocyst..1..Cell.6.RPKM.	Late.blastocyst..1..Cell.7.RPKM.	Late.blastocyst..1..Cell.8.RPKM.	Late.blastocyst..1..Cell.9.RPKM.	Late.blastocyst..1..Cell.10.RPKM.	Late.blastocyst..1..Cell.11.RPKM.	Late.blastocyst..1..Cell.12.RPKM.	Late.blastocyst..2..Cell.1.RPKM.	Late.blastocyst..2..Cell.2.RPKM.	Late.blastocyst..2..Cell.3.RPKM.	Late.blastocyst..2..Cell.4.RPKM.	Late.blastocyst..2..Cell.5.RPKM.	Late.blastocyst..2..Cell.6.RPKM.	Late.blastocyst..2..Cell.7.RPKM.	Late.blastocyst..2..Cell.8.RPKM.	Late.blastocyst..2..Cell.9.RPKM.	Late.blastocyst..2..Cell.10.RPKM.	Late.blastocyst..3..Cell.1.RPKM.	Late.blastocyst..3..Cell.2.RPKM.	Late.blastocyst..3..Cell.3.RPKM.	Late.blastocyst..3..Cell.4.RPKM.	Late.blastocyst..3..Cell.5.RPKM.	Late.blastocyst..3..Cell.6.RPKM.	Late.blastocyst..3..Cell.7.RPKM.	Late.blastocyst..3..Cell.8.RPKM.	gen
361.5	333	374	336.1	216.8	337.4	508.7	676.8	525.7	637.5	315.9	326.1	256.6	336.6	303.7	352.4	355.1	395.6	366.6	358.7	463.1	598.8	425.5	407.8	153.5	213.1	183.2	215.8	1.8	14.8	6.7	1.1	14	2.7	1.4	7.8	20.5	23.5	4.5	16.1	10.6	39.6	8.8	7.5	0.2	4.7	88.8	1.8	0	1.7	6.3	106	5	0.6	1	4	0.1	6.1	0.6	0.3	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRIM77
3.6	5.2	7.9	7.4	7.9	12.2	8.6	9.6	8.8	11.9	4.1	4.3	22.9	10.7	12.9	16.6	19.8	15	15.5	23.5	15.6	38.7	20.4	23.5	18.1	11.4	6.6	3.9	0.7	0.6	5	3.8	0.7	1.2	1.6	6.6	0	0	7.5	5.3	4.8	0.2	0.2	0	9.7	0.5	0	0.3	0	0	1.1	50.6	0	1.8	0	0	0	0.3	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AMPH
28.9	20.1	32.5	12.2	11.2	12.1	7.2	7.7	9.2	9.6	12.6	10.9	4	21.8	13.5	14.4	10.4	14.1	10.7	17.4	12.8	16.7	8.3	12.9	6.9	3.4	5.9	1.7	0	0	0.3	0	0.3	0	0	0	3.2	2.4	0	2.4	3.3	0	0.5	4.3	0.5	0	4.6	0.2	0.3	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FAM19A5
22.4	20.3	17.1	11.4	6.3	16.2	8.5	9.8	6.7	11.1	13.5	12.5	15.1	16.1	11	1.7	16.2	8.3	10.7	8.1	12.2	13.3	10	8.4	2.9	4	7.2	3.5	0.7	0.1	0	0	4	0.9	0.4	0.3	2.2	6.3	1.4	2.9	0	2.5	1.5	0	0.8	0	24.3	0	0	0	0	8.2	0.4	0	0	1.7	0.1	1.6	0.2	0.3	0.9	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	4.4	0	0	0	0	0	0	0	0	1.1	0	0	0	FAM184B
1.5	2.8	3.7	3.6	4.5	7.1	2.8	2.7	2	2.6	1.7	2	6.6	10.5	9	6.2	6	8.5	6.1	3.1	5.4	4.5	3.9	8.8	1.2	3.6	0.5	0.7	0	0.6	1.1	0	0.3	0.2	0.5	0.5	0.6	0	2.5	0.7	0.7	0	0	1.7	0	0	1	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NTRK2
11.3	5.1	7.1	12.5	17.2	21.1	21.1	18.7	12.7	11.1	14.3	14.8	13.7	33.4	31.2	26.7	32.4	27	41.7	60	49	47.9	55.7	49.5	12.7	7.8	16.6	19	0.8	3.1	0	4	4.7	11.6	0	7.1	9.2	0.2	0.5	15.3	2.9	0.1	0	11	0	8.1	0.1	12.6	3.1	0.7	8.2	0	1.8	5.4	0	0.7	14.5	5.1	2.6	0.3	0	0	0	0	0	0	0	0.1	0	0	1	0	0	0.5	4.1	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	ZNF16
0.9	0.8	1.1	4.2	5.2	6	10.4	10.3	7.6	10.4	5.3	6.2	5.6	8.5	2.6	6.7	5.8	8.1	11.9	15.8	12.6	13	15.7	13.1	2.9	3.2	3.5	3.4	0.2	0.1	0.2	0	0	0.2	0	0	1.6	2.9	0.2	1.6	0.4	0.6	0	0.3	0	0	0.2	0.5	0	0	0	0	0	0.3	0.1	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLC8A2
3.8	7.3	15.1	20.9	20.2	45.9	49.9	34	23	19.3	22.2	18.6	113.7	129.8	171.1	108.3	52.2	43	62.2	53.5	73.9	86.9	75	83.3	25	13.1	18.5	25.4	0	2.9	1.4	0	0	0	0	0	1	0	8.2	2.4	0	0	0	0	0	0	27.9	0.5	1.5	0	0	0	0	0.6	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCNK9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.8	11	46.2	20.6	1.2	7.2	2.3	0.4	0.4	1	0.8	0.7	0	0	10.8	18.5	0.7	0.3	0	0.1	0.6	0.2	0.1	72.2	0.2	0.3	124.4	22.3	50.8	CLDN3
6.9	3.7	5.6	20.2	26.2	24.9	22.7	21	20.3	19.7	14.3	15.5	44.4	10.5	19	40.7	25.4	28.9	23.9	28.7	21.5	18.2	30.3	27.7	0	0.5	6.9	9.3	3.1	0	8.8	8.3	2.5	0.1	9.7	0.6	0	0	6.1	1	0.1	0.1	5.4	0	4.6	9.7	0	8.7	4.3	6.1	2.7	0	6.4	5.6	0.2	0.1	18.6	0	4.7	0	0	0.4	0	8.8	0	0	0.2	0	0	3.1	3.5	0	4.4	0	0	0	0	11	18.9	0.5	0.2	0	0	0	0	0	0	0	0	0	ZNF285
2.2	2.1	1.8	12.1	14.5	13.9	9.5	7.8	8.9	9.7	9.9	8.4	31.3	4.6	12.9	21.5	10.8	14.2	9.1	15.3	9.9	10.3	11.9	10.3	9.1	8.2	4.1	8.3	1.6	1.3	6.3	2.2	3.6	0.1	1	3.1	1.3	0.8	2.4	1.2	1.7	2.3	2.4	3.5	3.3	2	1	0.6	0.8	2.4	4.5	11	3	0.3	1.8	0.2	3.7	0.1	4.6	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	ZNF10
9.5	5.1	9.6	10.5	12.8	11.3	7.6	8.7	6.3	6.5	8.3	8	38.5	25	23.3	17.8	21.9	31.4	27.4	30.5	15.2	18.5	21.4	20.3	33.8	16.3	36.7	29.1	2.1	2.6	5.2	0	2.9	4.5	2.1	5	7.4	7.9	0.8	6.6	4.4	4.1	5.4	1.9	4.4	0	0	1.2	2	4.5	0	0.1	0	0	0.3	0	0.6	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.8	0	0	0	0	0	0	0	0.6	0	0	AFAP1AS
7.3	8.3	9.9	2.7	4.7	2.8	3	3.3	2.5	1.9	1.9	2.1	1.2	7	0.2	13.4	10.4	9.2	3.3	11.8	10.8	10.3	7.8	10.5	0	0	0.2	3.7	0	0	0	3.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZHX2
186.4	207.1	215.8	168.9	199.6	189.6	167.8	172.6	163.9	132.1	161	143.3	266	208.8	241.6	184.9	162.1	197.9	165.7	182.4	198.7	195.7	172	178.5	120.8	159.2	138.3	109.3	12.8	5.6	5.2	15.4	8.5	3	6.2	19.3	17.3	2.2	5.6	19.5	3.5	3.5	3.6	7.5	1.3	7.3	10.3	4.5	4.1	4.2	5.8	41.2	5.8	0.9	0	0	0.2	0.6	3.3	2	0.3	0	5.9	10.6	49.5	0.4	0	4.2	4.6	0.8	7	0	6.8	43.3	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SOHLH2
0	0.2	0.2	0.2	0	0.2	0.1	0	0	0.1	0	0	0.5	0	0	0.7	0	0.4	0.2	0.1	0.1	0.3	0	0	0.7	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.4	38.1	42.6	39	12.2	20.7	46.4	39.1	85	26.3	21.1	26.2	8.2	0	0	46	79.1	27.3	49.9	1.4	23.6	22.3	0.1	0	79	0.1	1.2	3.4	35.5	6.8	ENPEP
2.7	3.6	3.6	21	11.1	13.3	8.8	8.3	7.1	9.4	12.7	13.4	10.9	13.8	4.2	10.7	4.6	6.1	8.7	10.8	7.3	8.3	8.8	7.6	12.7	3.1	10.4	4.6	0	4.1	5.3	1.1	1.2	0	3.3	0	1.7	3.4	5	1.3	3.2	0.2	0.9	1.1	0	2.4	0	1.9	0	0.2	3.6	0.8	0.2	0	2.1	0.8	2.1	0.4	1.5	0	0	0.1	5.4	0.1	6.4	0	0	0	0.2	0.2	1.1	0	0.5	0	0	5.6	0	0	0.5	0.9	0	0	4.5	0	0	0	0	0	0	0	SKI
2.5	1.9	2.3	2.2	2.8	4.4	1.3	1.7	1.6	2.1	2	1.6	0.6	1.3	0	2.2	6.9	0	2.7	2.1	2.7	9.1	5.3	8.5	0.2	0	7.4	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GABRP
0.2	0	0	0	0.2	0.3	0.2	0	0	0	0.1	0	0	0	0.2	0	0	0	0.5	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	1.9	3.3	0	0	0.2	0	0	0	0	1	0	0	1.3	0	0	0	0	0	0	0	0	0	0.4	0	0	129.4	73.7	54.5	65	33.6	77	64	53.3	72.5	82.6	75.1	40.6	15.3	11	0.1	72.9	39.6	28.9	32.9	1.2	17.7	159.3	0	0	45.3	0.2	0.7	12.3	25.7	28.3	TACSTD2
0.2	0.2	0.4	1.1	0.8	1.7	0.6	0.6	0.6	0.8	0.8	0.5	5.2	0	0	0	24.3	1.2	9.5	0.7	3	0	3.3	3.2	29.2	49.8	60.9	45.5	145.6	82.6	156	142.4	112.1	93.2	150.7	122.4	122.6	107	119.4	197.8	175.5	235	304.4	129	72.6	68.4	1.2	64.3	66.5	52	65.7	0.3	110.3	127.8	109.9	140.3	242.5	102.9	214.4	232	0	1.9	0	0	0	34.2	21.5	23.5	1.1	0.6	0	1.7	9.6	61.6	18.5	0	0	6.5	0.8	102.5	1.4	0.8	15.8	10.7	0	0	22	31.6	0	1.3	IER5
2.4	1.8	1.9	6	8.3	7.3	3.8	4.3	4.4	5.1	3.8	3.5	2.6	10.2	2.1	3.9	5.4	3.8	5.1	3.8	6.2	8.4	8.2	6.3	0	0.6	3	3.6	0	0	0	0	0	0	2.4	4.1	2.9	0	0	0.4	1.4	0.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RASGRP3
22.7	22.2	28.6	38.1	23.8	37.1	30.3	34.7	31	22	17	24	28.3	9	11.1	8.4	0	4.7	3	0.2	5	28.2	7	1.8	0.6	0	14.6	3.3	95.8	113.4	82.5	115.4	93.3	94.4	100.9	77.7	54.1	82.7	104.3	53.1	63.2	162.4	77.3	83.6	45	61.1	1.5	23.2	48.3	10.6	45.4	64.8	55.4	33.7	39.3	42.4	67	76.8	92.6	96.9	0	20	0.1	0.1	8.3	26.5	0	11.5	0.1	13.9	5.8	0.2	1.9	0	0.2	1	0.4	0	0	0.5	0.4	0	0	0	0	0	0	2.5	1.2	3.8	CCDC75
35	55.1	44.8	16.4	23.4	26.5	14.3	19.8	17.2	13.9	14.4	14.3	23.2	37.3	14.8	24.5	53.4	51.1	67.4	87.4	48.4	38.7	51.9	48.7	19.3	13.5	28.6	33.4	6.4	10.6	1.8	14	0.3	0.3	2	4.9	4.2	4.7	4.1	2.9	2.5	6.7	6.5	5.8	0	0	62.2	2.5	0	0.4	1.1	3.1	3.3	1.2	0.9	0.4	0	4.6	0.3	2.4	0	0	0	0	0	0	0	4.2	0	0	0	1	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LRMP
15	39	32	37.8	40.9	39.2	33.1	30.1	26.6	27.5	39.6	44.6	75.6	68.4	22.8	28.2	52.3	69.6	82.9	69.8	99.4	112.2	131	116.5	11.1	18.2	20	32.9	0.7	0.8	0.6	0.2	7.9	0	0	0.2	7.4	0.8	0	10.8	0	0.1	0	0	0.2	0	0	1.8	0	0	0	0.5	0.5	0	0	0	0	0.5	2.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	BHLHE40
25.1	18.6	23.1	46	58.7	48.2	48.7	41	51.1	55.6	36.7	42.6	34.4	49.5	82.3	65.8	45.5	33	49.6	40.3	51.1	48.3	29.8	51.9	25.7	11.1	10.2	6	1.4	4.5	11.6	0	0	0	4.3	5.5	8.9	0	7.8	10.2	5.3	0.1	0	0	0	1.6	0	0	0	0	0	0	2.4	0.3	0.8	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBLN7
6.2	6.6	6.8	4.2	4.1	3.4	3.9	3.7	3.2	3.2	4.2	3.5	5	5.8	13.3	3.8	2.8	5.9	4.8	2.6	5	2.7	3.6	6.6	0.5	0.2	1.9	4.3	0.3	0.5	0	0.4	0	0.5	0	0.6	2	0.5	6.9	1.5	0.6	0.2	0	4.3	0	0.1	0	0	0.6	0	0	0	0	0.3	1.3	0	2.2	0.8	0	0	0	0	3.4	0	0	0	0	0	0	0	1.2	0	0	0.3	0	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	SLC2A4RG
1	0.4	0.5	1.4	1.8	1.9	2.2	2.1	2.1	2	1.7	1.3	0.6	3	3	1.5	0.4	0.9	0.7	0	0.9	0.1	1.2	0.8	0	0.3	0.2	1.8	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HCN4
37.4	39.1	45.8	51.9	80	81.9	54.1	73.7	62.9	70.4	31.9	39.7	56.2	69.5	45	43.5	49.1	18.2	74.9	31.3	58.7	74.1	57.2	50.9	60.3	53.3	64.5	19	166	97.6	122.7	128	124	223.8	121.7	101.7	124.4	132.2	69.4	114.3	91	143.7	176.9	142.2	176.4	57.1	135.2	184.1	79.4	100.1	47.1	112.6	42	78.2	38.7	58.3	62	91.3	38.6	64.7	0	0	0	9.1	13	0	0	1.9	0	0	3.6	0	5.4	4.9	57.2	1	0.7	34.2	13.5	9.4	0.4	0.2	18.4	24	0.7	64.6	2.1	0	0	0	ZNF830
0	0	0	0	0.3	0	0	0.2	0.2	0.5	0	0	0	0	0	0	0	0	0.8	3.2	0.7	0	0.9	0.2	9	16.6	16.4	5.8	16	29.1	16.9	23.5	50.1	7.8	4.8	16.6	60.6	40.6	20.1	31.9	40.4	26.1	26.5	17.6	48.7	92.5	1.2	29.5	68.4	52.5	75.8	58.3	145.4	81.8	138.9	196	125.5	203.1	131.4	110.8	13.7	6.8	19.2	18.1	0.4	3.1	11.3	1.6	10.9	4	28.9	13.5	1.8	11.3	1.4	3.4	17.1	15.4	8.7	0.3	6.5	0.3	66.6	9.6	53.1	11.7	11.1	18.5	30.1	24.2	RPP25
0	0	0	0	0	0	0	0	0	0	0	0	29.8	19.6	7.2	22.6	20.2	1.6	18	1.2	5	2.6	4.8	1.4	230.9	250.8	153	116.1	1.8	1.9	1.1	3.2	0.8	0	0.9	0.2	1.6	0.8	0.3	3.4	1	0.7	0.9	0	0	0	211	0	0.1	0.2	0.3	362.5	0.1	0.3	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRIM48
17	18.2	18.1	10	8	7.6	7	7.1	6.3	6.1	5.1	4.3	11.3	52.1	7.7	7.1	20.8	20.5	29.2	8.1	19.1	32.6	33.3	31.4	20.7	12.9	2.9	13	3.4	0	3.9	0	0	8.7	0	0.8	1.4	4.1	0.6	0.5	0.7	0.8	0	6.6	0	0	0	3.8	0	0	0	0	0	0	0	0	0.4	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DOK5
0.7	0.5	0.4	0.9	0.4	0.7	0.5	0.4	1.3	0.8	1.1	1.1	0	1.4	0	2	0.9	1	0.7	2.3	2.6	2.2	1.1	2.2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JAKMIP3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.7	0.2	0	0	0	1.2	0	0	0	0.3	0	0	0	7.2	58.6	35.6	33.5	69.3	14.6	27.1	16.3	28	78.4	28.5	29.8	17.5	6	25.1	76.3	77.9	59.7	67.6	2.5	1.1	11.2	9.9	0	21.2	21.3	13.7	41.1	45.9	15.3	SUN3
18.2	20	16.9	13.5	19.6	21.3	16.3	15.9	15	18.6	9.5	11.2	25	20.9	23.8	26.2	22	22.1	24.5	29.7	20.4	32.3	20.9	21.5	10.4	17.3	14.1	12.7	0.6	1.9	1.6	0	0	0.5	3	1	5.3	4	3.9	3	4.5	7.6	2.2	3.3	0.7	0.8	0.2	0.9	0.9	0	0	23.3	0	0	0	0	0.7	0	0.9	0	0.3	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	RIMKLA
2.5	2.7	3.2	3.6	4.8	5.3	5.9	3.4	1.6	2.5	2.4	3.1	1.7	4.8	6.7	0	0.3	7.9	0.3	1.6	4.2	7	8.6	6	0	0	8	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OR2M3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	8.3	8.6	20.1	3.2	16	4.4	14.5	0	1	12.5	6.7	0.4	0	0	0	7.3	2	0.2	0	0.6	10.6	0	0	0.4	1.5	5.1	24.9	8.4	26.5	PKP3
61.1	49.9	60.4	29.7	29.1	48.7	23.5	24.5	19.6	25.8	18.3	21.5	54.3	36	19.9	32.3	28	17.4	21.4	9.2	21.5	28.3	23.9	18.9	18.8	1.6	12.8	5.3	5.6	4.2	0.2	3	17	1.2	1.3	4.2	6.1	0	0	1.3	3.2	3.6	2.9	10.1	12.5	2.8	2.3	5.3	10.7	3.5	14.1	0	17.9	17.8	7.9	5.2	3.5	7.6	9.5	10	0	4.3	1.6	0.7	0	0.2	0	2.1	0.1	0	1.4	2.6	1.7	1	20	1.8	20.5	0	0	0	0	0	0	0.3	1.3	0.2	0	0	9.5	1	SFMBT1
1.2	4.7	2	8.9	6.3	6.1	4.6	5.2	4.2	5.1	4.1	4.1	5.9	7	0	3.5	3.4	8.5	5.3	3.3	3.9	3.3	8.3	8.1	0	3.4	0	0.8	0.2	2.5	0	2.2	0.2	0	0	2	1.2	0	0	0.3	1	0	0	0.1	0	0.9	0	2.1	3.3	0.3	0.3	0	0	0	0.9	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HSF5
23.1	36.5	43.2	48.5	41.1	54.8	54.4	61.9	66.5	57.7	38.3	36.6	48.6	44.7	71.5	32.5	20.4	45.8	36.4	47.6	40.3	46.8	39.4	30.4	20.8	36.2	33.4	25.8	5.4	2.7	2.5	4	0.1	3.5	7.5	3	4.9	3.1	7.8	9.1	8.6	8	6.3	3.6	2.8	0.8	15.7	3	0	0.1	0.7	23	0	0.8	0.9	1.9	0.1	0.9	0.7	0	2.5	0.2	0	0	1.3	0	0.1	0	0.1	0.4	0.2	0	0.3	0.2	0.2	0.3	0.8	0.2	0	0	0.3	0	0.8	0	0.3	0.5	0	0.7	0	0	DOPEY1
4.5	7.6	6.8	4.3	2.5	4.1	2	1.9	2.5	1.7	3.3	2	1.3	1.5	0	0.4	0	3.3	3.1	0	3.4	0	0.6	1.3	11	2.7	4.1	0.6	45.4	36.2	25.6	37.4	48.2	22.4	20.1	12.3	16.4	11.8	29.3	10.5	5.6	6.4	16.8	32.1	53	39.3	13.8	28.3	52.2	94.2	33	1.9	39	48.4	78.1	59.8	74.8	58.5	30.2	42.5	0	0	13.8	0	0	59.4	0	0	0	0	0	0	0.5	2.8	0.1	0	0.1	0.2	0	0	0	0	0	0	0	18	0	0	0.3	0	SEC61A2
40.1	48.9	54.3	32.5	38.7	22.2	23.9	25.3	24.6	27.6	13.6	15.6	47	46.9	38.7	14.7	8.8	27.4	39.9	13.2	35.2	39.5	41.1	29.9	16.9	18.8	26.2	24.9	6.6	0.5	4	0.9	0	7.6	3.9	4.2	4	0.6	1.9	1.8	15.6	1.8	12.3	2	0	0	0.3	0.3	0	0.3	0	2.4	0.2	0.4	0	0	0	0	3.1	0	0	0	0	0	0	0.2	12.2	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CKMT2
147	102.4	100.5	47.6	50.7	55.9	85.9	73.3	77.1	47.2	117.7	109.2	146.8	187.1	159	197.5	142.5	146.5	128.9	147.4	120.5	145.3	171.6	159.5	30.6	8.4	8.7	2	4.8	0.7	0	3.6	0	0	0	0	1.8	0	0.3	0.7	0	0	1.3	0	0.1	1.1	0	2.8	0	0.9	0.2	0	0.7	6	0.3	0.1	4.6	1.6	1	2.7	0.2	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.7	0	0.1	0	0	0	0	1.2	0	0	0.4	0	0	0	0	0	ZSWIM3
32.4	26	26.1	27.8	29.2	25.6	11.5	10.2	9.8	10.7	10.9	12	4.4	14.8	4.2	4.1	19.9	16	22.8	10.8	24.2	18	22.1	23	2.8	0.4	2.9	4.7	0	0	2.2	0	0	0	0.2	1.8	0.4	0	1.3	0	1.6	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.9	11.3	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	MAPK4
7.4	12.6	13.4	10.9	16	17.9	8.8	6.8	13.5	11.4	9.7	8.3	11.3	4.3	16.3	12.1	17.1	8.1	4.7	2.5	9.6	8.6	10.6	6.5	21.5	10	10	0	0	4.1	0	0	0	0	2.5	0	4.8	1.8	0	0.6	1.6	0	0	2.6	1.7	0	0.2	0	0	0.5	1.1	0	0	0	0	0.1	0	2.2	0.6	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RCBTB2
